,sku,name,desc,price,promo_price,in_stock,type
12658,KEN0243,Dock Kensington USB-C to USB 3.1 / USB-C / Ethernet / HDMI,USB-Hub USB 3.1 ports C / USB-C / Ethernet / HDMI (compatible with Thunderbolt 3) for Mac and PC,310.99,229.98950000000002,0,12585395
12659,TWS0098,Twelve South BookBook Case for iPhone 6 / 6S brown,card holder book cover seal with iPhone 6 / 6S,69.99,5.6991,0,11865403
12660,TWS0099,Twelve South BookBook Case for iPhone 6 / 6S Black,card holder book cover seal with iPhone 6 / 6S,69.99,52.9895,0,11865403
12661,KEN0238,Kensington Lift Off MacBook Support,Support and height-adjustable base with ventilation slot MacBook,29.99,24.9901,0,8696
12662,FCM0011-A,(Open) Mac Memory DDR3 DIMM 4GB 1066MHz FCM,RAM 4GB Mac Pro (2009/10).,289.916,24.0264,0,1298
12663,IKM0010-A,(Open) IK Multimedia iRig MIC Cast iPhone iPad and iPod microphone,iPhone iPad and iPod microphone.,48.79,30.5685,0,1298
12664,LIF0103-A,Open - LifeProof Fre Waterproof Case iPhone 6 / 6S Plus Black,waterproof case and extreme conditions for iPhone 6 / 6S Plus,89.99,64.99029999999999,0,1298
12665,OWC0181-A,Open - Mac OWC Memory 8GB 1066MHZ DDR3 DIMM,8GB RAM Memory for Mac Pro (2009/2010).,49.99,49.9899,0,1298
12666,PIE0022-A,Open - Internal battery for iPhone 5,Replacement AC Adapter for Apple iPhone 5.,149.895,11.229800000000001,0,1298
12667,SAN0097-A,(Open) SanDisk Ultra SDXC 64GB SD 80MB / s Class 10 UHS-I,SDXC Memory Card 64GB 80MB / s.,19.99,16.1223,0,1298
12668,SPE0157-A,"(Open) Speck SeeThru Case Macbook Pro Retina 15 ""Gray",Protective Cover for MacBook Pro Retina 15 inches.,49.9,31.510900000000003,0,1298
12669,ADN0036-A,Open - Adonith Pixel Pointer Black,Bluetooth digital pen tip 19mm for iPad,74.99,0.0605,0,1298
12670,ADN0037-A,Open - Adonith Pixel pointer Bronze,Bluetooth digital pen tip 19mm for iPhone and iPad,79.99,72.9896,0,1298
12671,OWC0142-A,(Open) OWC Mercury Helios PCIe Thunderbolt Box 2,Expansion Chassis with Thunderbolt 2 PCIe connection for Mac.,379.99,281.0766,0,1298
12672,LAC0130-A,Open - 1TB LaCie Rugged USB 3.0 Thunderbolt,Wireless Portable Hard Thunderbolt and USB 3.0 Mac and PC Disk,189.99,169.61450000000002,0,1298
12673,KEN0239,Kensington Support Macbook with fan,Stand with two fans and USB connection for MacBook,39.99,34.9896,0,8696
12674,GRT0420,Griffin Survivor Case Tough Summit iPhone 6 / 6S Rosa,Rigid housing with screen saver and support clip iPhone 6 / 6s,39.99,29.9899,0,11865403
12675,MOP0080,Mophie Power Reserve 1X Battery 2600 mAh Black,Laptop Battery 2600mAh (18A) with LED and micro / USB connection for iPhone,39.95,32.9894,0,1515
12676,MOP0081,Mophie Power Reserve White 2600 mAh battery 1X,Laptop Battery 2600mAh (18A) with LED and micro / USB connection for iPhone,39.95,32.9894,0,1515
12677,MOP0082,Mophie Power Reserve 2600 mAh battery 1X Blue,Laptop Battery 2600mAh (18A) with LED and micro / USB connection for iPhone,39.95,32.9894,0,1515
12678,MOP0083,Mophie Power Reserve Rosa 1X Battery 2600 mAh,Laptop Battery 2600mAh (18A) with LED and micro / USB connection for iPhone,39.95,29.9899,0,1515
12679,MOP0084,Mophie Power Reserve 2600 mAh battery 1X White / Pink Gold,Laptop Battery 2600mAh (18A) with LED and micro / USB connection for iPhone,39.95,34.9896,0,1515
12680,MOP0085,Mophie Powerstation 6000mAh battery 3X Aluminum,ultra thin aluminum battery 6000mAh 2 USB ports for iPhone iPad and iPod,84.95,75.9904,0,1515
12681,MOP0086,Mophie Powerstation 5X battery 10000mAh Aluminum,aluminum battery ultra thin 10.000mAh 2 USB ports high speed for iPad iPhone and iPod,139.95,1.2599,0,1515
12682,MOP0087,Mophie Powerstation 8X Aluminum 15000mAh Battery,aluminum battery ultra thin 15.000mAh 2 USB ports high speed for iPad iPhone and iPod,159.95,1.4399000000000002,0,1515
12683,MOP0072,Mophie Juice Pack Reserve Battery Case 1840 mAh iPhone 6 / 6S Black,Case 1840 mAh battery and LED indicator for iPhone 6 / 6S.,69.95,34.9896,0,"5,49E+11"
12684,MOP0088,Mophie Juice Pack Reserve Battery Case 1840 mAh iPhone 6 / 6S Rose Gold,Case 1840 mAh battery and LED indicator for iPhone 6 / 6S,69.95,59.9906,0,"5,49E+11"
12685,APP1546,Apple iPad mini Case Silicone Case 4 Blue Royal,Silicone case back soft touch for iPad Mini 4,69.0,56.992200000000004,0,12635403
12686,APP1558,Apple iPhone Silicone Case Case 6 / 6s Menta,Ultrathin silicone case and microfiber premium for iPhone 6 / 6S,39.0,38.9995,0,11865403
12687,APP1555,Apple iPhone Silicone Case Case 6 / 6s Blue Royal,Ultrathin silicone case and microfiber premium for iPhone 6 / 6S,39.0,38.9995,0,11865403
12688,OTT0133,Otterbox iPhone Case Symmetry 2.0 SE / 5s / 5 Black,resistant cover and thin beveled edges for iPhone SE / 5s / 5,34.99,19.9904,0,11865403
12689,OTT0134,Otterbox iPhone Case Symmetry 2.0 SE / 5s / 5 White,resistant cover and thin beveled edges for iPhone SE / 5s / 5,34.99,19.9904,0,11865403
12690,OTT0135,Otterbox iPhone Case Symmetry 2.0 SE / 5s / 5 Red,resistant cover and thin beveled edges for iPhone SE / 5s / 5,34.99,19.9904,0,11865403
12691,OTT0136,Otterbox iPhone Case Symmetry 2.0 SE / 5s / 5 Rosa,resistant cover and thin beveled edges for iPhone SE / 5s / 5,34.99,19.9904,0,11865403
12692,OTT0137,Otterbox iPhone Case Symmetry 2.0 SE / 5s / 5 Blue,resistant cover and thin beveled edges for iPhone SE / 5s / 5,34.99,19.9904,0,11865403
12693,OTT0138,Clear Case OtterBox Symmetry iPhone 6 / 6S Transparent,resistant cover and rear transparent thin iPhone 6 / 6S,29.99,0.2299,1,11865403
12694,OTT0139,OtterBox Symmetry Clear Case iPhone SE / 5s / 5 Transparent / Black,resistant cover and rear transparent thin iPhone SE / 5s / 5,29.99,19.9904,0,11865403
12695,OTT0140,OtterBox Symmetry Clear Case iPhone SE / 5s / 5 Transparent / Gray,resistant cover and rear transparent thin iPhone SE / 5s / 5,29.99,0.2299,0,11865403
12696,OTT0141,Otterbox Clearly Protected gel iPhone Case SE / 5s / 5 Transparent,a transparent cover piece made of flexible TPU iPhone SE / 5s / 5,19.99,12.990599999999999,0,11865403
12697,OTT0142,Case Otterbox Clearly Protected gel + Alpha Glass Glass Protector iPhone SE / 5s / 5 Transparent,Screensaver + anti-scratch transparent gel case iPhoneSE / 5s / 5,34.99,24.9901,1,13555403
12698,OTT0143,Otterbox Clearly Protected gel Case iPhone 6 / 6S Transparent,transparent cover and a flexible piece TPU for iPhone 6 and iPhone 6s,19.99,12.990599999999999,1,11865403
12699,OTT0144,OtterBox Defender iPhone Case SE / 5s / 5 Black,An ultra-resistant protective layers 3 iPhone SE / 5s / 5,49.99,29.9899,0,11865403
12700,OTT0145,"Otterbox Clearly Alpha Glass Screen Protector iPad Air 2 / iPad Pro 97 """,Transparent screen protector anti-scratch iPad Air 2/97 inch cases Pro,49.99,29.9899,0,12635403
12701,MDT0007-A,(Open) Mediterrans cover iPhone 6 / 6s Blue Menorca,Cover with matte finishes iPhone 6 / 6s Blue Menorca,19.0,9.9985,0,1298
12702,DLK0046-A,(Open) D-Link DAP-1320 Wireless N300 Range Extender Repeater Wi-Fi,D-Link Wi-Fi signal repeater,39.99,20.2515,0,1298
12703,OWC0147-A,Open - OWC In-line Digital Thermal Sensor Kit iMac 2009 & 2010,a temperature sensor for HDD iMac 21 inches and 27 inches Kit 2009-2010,60.99,49.9899,0,1298
12704,APP1546-A,Second hand - Apple Leather Case iPhone 6 / 6S Navy,ultrathin leather case and microfiber premium for iPhone 6 / 6S,550.006,44.3008,0,1298
12705,LIF0038-A,Open - LifeProof Fre Waterproof Case iPhone 6 Rosa,waterproof and extreme conditions for iPhone 6 case.,79.99,15.1678,0,1298
12706,QNA0149-A,Open - QNAP TS-453A | 4GB RAM Mac and PC Server NAS,4-bay NAS Server for Mac and PC.,543.3,490.5307,0,1298
12707,PAC1444,WD My Cloud EX2100 Pack | WD 4TB Network,WD My Cloud EX2100 + 4TB (2x2TB) Network WD Hard Drive for Mac and PC,467.99,402.99050000000005,0,12175397
12708,PAC1445,WD My Cloud EX2100 Pack | WD 6TB Network,WD My Cloud EX2100 + 6TB (2x3TB) Network WD Hard Drive for Mac and PC,507.99,444.9896,0,12175397
12709,PAC1446,WD My Cloud EX2100 Pack | WD 8TB Network,WD My Cloud EX2100 + 8TB (2x4TB) Network WD Hard Drive for Mac and PC,647.99,529.9897,0,12175397
12710,PAC1447,WD My Cloud EX2100 Pack | WD 12TB Network,WD My Cloud EX2100 + 12TB (2x6TB) Network WD Hard Drive for Mac and PC,847.99,702.9894,0,12175397
12711,PAC1448,WD My Cloud EX2100 Pack | WD 16TB Network,WD My Cloud EX2100 + 16TB (2x8TB) Network WD Hard Drive for Mac and PC,1109.97,8.7899,0,12175397
12712,PAC1449,My Cloud EX2 Ultra Pack | WD 4TB Network,WD My Cloud EX2 Ultra + 4TB (2x2TB) Network WD Hard Drive for Mac and PC,367.99,300.1792,0,11935397
12714,WDT0311-A,Open - WD My Cloud EX2 Ultra Mac and PC Server NAS,2-bay NAS 1GB RAM for Mac and PC,169.99,132.5138,1,11935397
12717,PAC1450,My Cloud EX2 Ultra Pack | WD 6TB Network,WD My Cloud EX2 Ultra + 6TB (2x3TB) Network WD Hard Drive for Mac and PC,427.99,34.3179,0,11935397
12719,PAC1451,My Cloud EX2 Ultra Pack | WD 8TB Network,WD My Cloud EX2 Ultra + 8TB (2x4TB) Network WD Hard Drive for Mac and PC,507.99,391.1785,0,11935397
12721,PAC1452,My Cloud EX2 Ultra Pack | WD 12TB Network,WD My Cloud EX2 Ultra + 12TB (2x6TB) Network WD Hard Drive for Mac and PC,679.99,519.1795,0,11935397
12723,WDT0317,WD My Cloud EX2 Ultra Mac and PC Server NAS,2-bay NAS 1GB RAM for Mac and PC,169.99,139.1899,0,11935397
12725,PAC1453,My Cloud EX2 Ultra Pack | WD 16TB Network,WD My Cloud EX2 Ultra + 16TB (2x8TB) Network WD Hard Drive for Mac and PC,887.99,619.1788,0,11935397
12727,PAC1455,WD My Cloud EX4100 Pack | WD 8TB Network,WD My Cloud EX4100 + 8TB (4x2TB) Network WD Hard Drive for Mac and PC,915.0,706.9897,0,11935397
12728,TUC0267,Case Filo Tucano iPhone 5 / 5S / SE Blue,Case with Magnetic Closure for iPhone 5 5s and SE,19.9,16.9896,0,5403
12729,PAC1456,WD My Cloud EX4100 Pack | WD 12TB Network,WD My Cloud EX4100 + 12TB (4x3TB) Network WD Hard Drive for Mac and PC,995.0,790.9902999999999,0,11935397
12730,PAC1457,WD My Cloud EX4100 Pack | WD 16TB Network,WD My Cloud EX4100 + 16TB (4x4TB) Network WD Hard Drive for Mac and PC,1275.0,962.9906,0,11935397
12731,PAC1458,WD My Cloud EX4100 Pack | WD 24TB Network,WD My Cloud EX4100 + 24TB (4x6TB) Network WD Hard Drive for Mac and PC,1675.0,13.0699,0,11935397
12732,PAC1459,WD My Cloud EX4100 Pack | WD 32TB Network,WD My Cloud EX4100 + 32TB (4x8TB) Network WD Hard Drive for Mac and PC,2198.96,1658.9898999999998,0,11935397
12733,PAC1470,OWC ThunderBay 4 Thunderbolt 2 Edition RAID 5 | 8TB Seagate Desktop,OWC ThunderBay 4 + 8TB (4x2TB) Seagate Hard Drives Desktop for Mac and PC,1061.95,826.3683,0,11935397
12734,GRT0422,"Griffin Survivor All-Terrain resistant iPad Air 2 iPad Case Pro 97 ""Black / Gray",Protective Case for iPad Air 2 and iPad Pro 97,88.95,45.9897,0,12635403
12735,PAC1471,OWC ThunderBay 4 Thunderbolt 2 | Seagate Desktop 12TB,OWC ThunderBay 4 + 12TB (4x3TB) Seagate Hard Drives Desktop for Mac and PC,1149.99,909.3682000000001,0,11935397
12736,PAC1472,OWC ThunderBay 4 Thunderbolt 2 | Seagate Desktop 16TB,OWC ThunderBay 4 + 16TB (4x4TB) Seagate Hard Drives Desktop for Mac and PC,1233.95,966.3677,0,11935397
12737,GRT0423,"Griffin Survivor All-Terrain resistant Case iPad Air 2 iPad Pro 97 ""White / Mint",protective cover 360 degrees and lightweight design for iPad Air 2 and iPad Pro 97,88.95,54.9897,0,12635403
12738,GRT0424,"Griffin Survivor All-Terrain resistant Case iPad Air 2 iPad Pro 97 ""Blue / Black",Protective Case for iPad Air 2 and iPad Pro 97,88.95,46.9904,1,12635403
12739,PAC1473,OWC Mercury Elite Pro Dual FW800 / USB3 | Seagate 4TB Desktop,OWC Mercury Pro Dual + 4TB (2x2TB) Hard Drives Seagate Elite Desktop for Mac and PC,336.97,258.1789,1,11935397
12740,PAC1474,OWC Mercury Elite Pro Dual RAID FW800 / USB3 | 6TB Seagate Desktop,OWC Mercury Pro Dual + 6TB (2x3TB) Hard Drives Seagate Elite Desktop for Mac and PC,380.99,300.1792,0,11935397
12741,PAC1475,OWC Mercury Elite Pro Dual RAID FW800 / USB3 | 8TB Seagate Desktop,OWC Mercury Pro Dual + 8TB (2x4TB) Hard Drives Seagate Elite Desktop for Mac and PC,422.97,328.1786,1,11935397
12742,IFX0095,Piece Kit buttons iFixit iPhone 5s Space Gray,Set 3 buttons: mute and volume on iPhone 5s,7.95,7.5903,1,21485407
12743,IFX0096,iFixit iPhone 5s buttons Piece Kit Silver,Set 3 buttons: Volume silence on iPhone 5s,7.95,7.5903,1,21485407
12744,IFX0097,iFixit buttons Piece Kit iPhone 5s Gold,Set of 3 buttons (on-silence-volume) for iPhone 5s,7.95,7.5903,1,21485407
12745,IFX0098,iFixit iPhone screen test piece Cable 5S,Cable test function front panel LCD / Digital iPhone 5s,14.95,11.9899,0,21485407
12746,IFX0099,Complete kit change iFixit iPhone screen and front chamber 6 Black,Display and front camera for iPhone 5,899.901,89.9901,0,21485407
12747,IFX0080,iFixit change Complete kit screen and front camera iPhone 5 Black,Display and front camera for iPhone 5s,899.901,89.9901,0,21485407
12748,IFX0101,iFixit piece Home button iPhone 5 White,Piece Home button on unlocking and iPhone 5,7.99,7.5903,0,21485407
12749,IFX0102,iFixit piece Home button iPhone 5 Black,Piece Home button on unlocking and iPhone 5,7.99,7.5903,0,21485407
12750,KAN0046-A,(Open) Kanex Lightning to USB Cable White 12m,Ligthning to USB Cable for iPhone iPad 12m and iPod.,17.99,6.6021,0,1298
12751,LIF0052-A,Open - Waterproof iPad Case Lifeproof nüüd 234 Black,Waterproof protective sleeve for iPad 2/3/4,119.99,12.0618,0,1298
12752,LAC0177-A,Open - Fuel LaCie Drive USB 3.0 2TB Wi-Fi,Wireless Portable Hard Drive USB 3.0 Wi-Fi Mac and PC,209.99,157.61520000000002,0,1298
12753,XDO0009-A,(Open) X-Doria Defense Housing Edge 38mm Apple Watch Gold,anti-shock housing for Apple Watch,24.99,16.4942,0,1298
12754,LGE0029-A,"Open - LG 27UD68-W Monitor 27 ""4K UHD sRGB 99%",IPS Monitor 27-inch 4K Ultra HD for Mac and PC.,599.0,482.7264,0,1298
12755,SYN0146,Synology NAS Server DS416Play Mac and PC,4-bay NAS served 1GB RAM transcodifiación 4K for Mac and PC,434.99,433.98949999999996,0,12175397
12756,PAC1866,Synology DS416play | 8TB (4x2TB) WD Red,8TB NAS capacity (4x2TB) WD Red hard drives for Mac and PC,830.99,78.4368,0,12175397
12757,PAC1867,DS416play Synology NAS Server | 12TB (4x3TB) WD Red,NAS with 12TB capacity (4x3TB) WD Red hard drives for Mac and PC,950.99,871.3682000000001,0,12175397
12758,PAC1868,Synology DS416play | 16TB (4x4TB) WD Red,NAS with 16TB capacity (4x4TB) WD Red hard drives for Mac and PC,1110.99,992.3682000000001,0,12175397
12759,PAC1869,DS416play Synology NAS Server | 24TB (4x6TB) WD Red,NAS with 24TB capacity (4x6TB) WD Red hard drives for Mac and PC,1454.99,1279.3681,0,12175397
12760,PAC1870,DS416play Synology NAS Server | 32TB (4x8TB) WD Red,NAS with 32TB capacity (4x8TB) WD Red hard drives for Mac and PC,1870.99,154.8368,0,12175397
12761,PAC1865,Synology DS416play | 40TB (4x10TB) Seagate IronWolf,NAS with 40TB capacity (4x10TB) Iron Wolf Seagate Hard Drives for Mac and PC,2834.95,1900.3679000000002,0,12175397
12762,PAC1860,Synology DS416play | 8TB (4x2TB) Seagate IronWolf,8TB NAS capacity (4x2TB) IronWolf Seagate Hard Drives for Mac and PC,874.95,760.3675999999999,0,12175397
12763,PAC1861,Synology DS416play | 12TB (4x3TB) Seagate IronWolf,NAS with 12TB capacity (4x3TB) IronWolf Seagate Hard Drives for Mac and PC,994.95,864.3683,0,12175397
12764,PAC1862,Synology DS416play | 16TB (4x4TB) Seagate IronWolf,NAS with 16TB capacity (4x4TB) IronWolf Seagate Hard Drives for Mac and PC,1154.95,95.2368,0,12175397
12765,PAC1863,Synology DS416play | 24TB (4x6TB) Seagate IronWolf,NAS with 24TB capacity (4x6TB) IronWolf Seagate Hard Drives for Mac and PC,1554.95,1240.3686,0,12175397
12766,PAC1864,Synology DS416play | 32TB (4x8TB) Seagate IronWolf,NAS with 32TB capacity (4x8TB) IronWolf Seagate Hard Drives for Mac and PC,1874.95,1488.3678,0,12175397
12767,TUC0276,"Svolta Tucano Macbook Pro Sleeve bag / Retina / Air 13 ""Gray",briefcase with external pocket and zipper MacBook / Air 13 and MacBook Pro 1 inch Retina,29.9,24.9901,0,10230
12768,TUC0277,"Svolta Tucano MacBook Pro Sleeve bag / Retina / Air 13 ""Black",compact case for MacBook / Air 13 and 13 inches MacBook Retina,29.9,24.9901,0,10230
12769,IFX0111,iFixit piece volume button iPhone 5 Black,Plastic piece Volume button iPhone 5,5.99,5.6906,1,21485407
12770,TUC0278,"Svolta Tucano MacBook Pro Sleeve bag / Retina 15 ""Black",briefcase robust design and protection Macbooks 360 degrees / 15 inch Retina,34.9,29.9899,1,10230
12771,IFX0112,iFixit Piece volume button iPhone 5 White,Plastic piece Volume button iPhone 5,5.99,5.6906,1,21485407
12773,TUC0279,"Backpack Agio Tucano MacBook Pro / Retina / Air 13 ""Black",Nylon backpack with internal compartment anti vibration for Macbook Air 13 MacBook Pro 13 MacBook Pro Retina 13,59.9,49.9899,1,10230
12774,IFX0113,iFixit piece and lock button on iPhone 5 Black,Piece and lock button on iPhone 5,6.99,6.6392999999999995,1,21485407
12775,IFX0114,iFixit piece and lock button on iPhone 5 White,Piece and lock button on iPhone 5,6.99,6.6392999999999995,1,21485407
12776,LAC0185,2TB LaCie Rugged USB 3.0 Thunderbolt,Wireless Portable Hard Thunderbolt and USB 3.0 Mac and PC disk.,204.99,165.99509999999998,1,11935397
12777,IFX0118,iFixit piece WiFi Antenna iPhone 5,Wifi antenna for iPhone 5,19.95,1.8991,1,21485407
12778,IFX0119,Cable test piece iFixit iPhone 5 screen,Cable Test front panel LCD / Digital and touch screen for iPhone 5,14.95,14.240499999999999,1,21485407
12779,IFX0121,Front Panel Kit Full iFixit iPad Air Black,Set front panel tools and parts for iPad Air,649.891,64.9891,0,21535407
12780,IFX0123,Front Panel Kit Full iFixit iPad 2 Black,Set front panel tools and parts for iPad 2,49.95,46.9904,0,21535407
12781,ZAG0026,Zagg Mobile Charging Station charging base and battery 5000 mAh,Portable External Battery 5000mAh double USB port for Apple Watch and iPhone,79.99,59.991800000000005,0,24215399
12782,IFX0124,Front Panel Kit Full iFixit iPad 2 White,Set front panel tools and parts for iPad 2,49.95,41.989399999999996,0,21535407
12783,IFX0129,iFixit iPad Front Panel Kit Full Black 4,Set front panel tools and parts for iPad 4,49.95,49.9899,0,21535407
12784,IFX0130,Front Panel Kit Full iFixit iPad 4 White,Set front panel tools and parts for iPad 4,49.95,47.490100000000005,0,21535407
12785,IFX0131,Front Panel Kit Full iFixit iPad 3/4 Black,Set front panel tools and parts for iPad 3/4,44.95,29.9899,1,5406
12786,IFX0132,Front Panel Kit Full iFixit iPad 3/4 White,Set front panel tools and parts for iPad 3/4,44.95,26.989099999999997,1,21535407
12787,IFX0133,iFixit Front Panel Stickers iPad 3/4,adhesive strips for front panel iPad 3/4,6.99,6.640499999999999,0,21535407
12788,IFX0134,iFixit Front Panel Stickers iPad Mini 1/2,adhesive strips for front panel iPad Mini 1/2,6.99,6.9902,1,21535407
12789,IFX0135,iFixit Front Panel Stickers iPad 2,adhesive strips for front panel iPad 2,7.99,7.9896,1,21535407
12790,IFX0125,iFixit iPad 2 Piece Battery,3.8V battery for iPad 2,49.95,39.990500000000004,0,21535407
12791,IFX0126,iFixit iPad Battery Part 3/4,3.7V battery for iPad 3/4,49.95,42.4916,0,21535407
12792,IFX0136,iFixit Universal Bit Kit Tools 128 2016,128 Kit tools (screwdrivers and screws) in oak box,89.95,85.4901,0,14305406
12793,SPE0163-A,(Open) Speck CandyShell iPhone 6 / 6S Plus Transparent,ultra-skid resistant transparent iPhone 6 / 6s Plus housing,26.95,17.0165,0,1298
12794,OWC0020-A,"(Open) Installation Kit OWC SSD / HDD 25 ""Mac mini (2011/2012)",Installation kit or SSD hard drive for Mac mini 2011/2012 + tools,54.99,21.5375,0,1298
12795,OBL0001-A,Open - Oblumi Intelligent thermometer with App Tapp,digital infrared thermometer with App for iPhone and iPad.,39.95,31.5492,0,11905404
12796,LIF0105-A,(Open) LifeProof Fre Submersible iPhone Case SE / 5s / 5 Blue / Black,waterproof and extreme conditions Case for iPhone SE / 5s / 5,79.99,16.723499999999998,0,11865403
12797,SAN0128-A,Open - Sandisk iXpand Lightning to USB 3.0 64GB,64GB storage unit for iPhone and iPad,69.99,52.2803,0,1298
12798,DLL0024-A,"Open - Dell UltraSharp 25 Monitor UP2516D """,25-inch LED Monitor Marco Slim for Mac and PC,4589.893,417.31559999999996,0,1298
12799,IFX0116,Kit libreación iFixit iPhone 5 Black,Set screws and screwdrivers Philips for iPhone 5,9.95,0.0949,0,12645406
12800,IFX0117,Kit libreación iFixit iPhone 5 White,Set screws and screwdrivers Philips for iPhone 5,9.95,0.0949,1,12645406
12801,IFX0103,iFixit piece Dock Connector and iPhone 5 Black Jack audio,And Jack Dock Connector for iPhone 5,19.95,19.9904,0,21485407
12802,IFX0104,iFixit piece Dock connector and audio jack iPhone 5 White,And Jack Dock Connector for iPhone 5,19.95,12.990599999999999,1,21485407
12803,IFX0137,iFixit Demagnetizer / Magnetizer,degausser tool and screwdriver Magnetizer,3.99,3.9906,1,14305406
12804,IFX0138,Screwdriver P2 Pentalobe iFixit iPhone 4 4s and 5,Screwdriver for iPhone 44s & 5,7.95,7.9896,1,12645406
12805,IFX0107,iFixit Piece Back Cover iPhone 5 Black,Piece Back Cover for iPhone 5,59.95,5.6991,0,21485407
12806,IFX0108,iFixit Piece Back Cover iPhone 5 White,Housing for the back of the iPhone 5,59.95,5.6991,0,21485407
12807,IFX0139,iFixit Y1 Tri-wing Screwdriver Tool Apple 922-8991,3-wing screwdriver for Mac,7.95,7.9896,0,14305406
12808,IFX0140,iFixit Tri-Point Screwdriver Y000 Apple Watch,Screwdriver for Apple Watch,4.99,4.7408,1,12645406
12809,IFX0109,iFixit Piece Cable and Audio Control button on iPhone 5,Part button on audio and control iPhone 5,15.95,8.9903,0,21485407
12810,IFX0141,iFixit Destornilador Tri-point Y00 A1278 Macbook Trackpad,MacBook Trackpad screwdriver 2008 / MacBook Pro 13-inch,4.99,4.4891000000000005,0,14305406
12811,IFX0142,iFixit September 3 Precision Tweezers,Precision tweezers with different tips and protective bag incluódo,14.95,14.9895,0,14305406
12812,IFX0106,Part iFixit front camera and the proximity sensor iPhone 5,Piece front camera and proximity sensor for iPhone 5,20.95,15.9902,1,21485407
12813,IFX0143,iFixit Repair Support for iPhone 5 / 5S,Tool support for iPhone 5 / 5S,9.95,0.0949,0,12645406
12814,IFX0144,iFixit Repair Support for iPhone 6 / 6S,Support tool for iPhone 6 / 6S,9.95,0.0949,0,12645406
12815,IFX0145,"iFixit fine Spatula 15 ""Mac mini and iPod Classic",small and thin spatula 15 for Mac mini and iPod Classic,7.99,7.5903,0,14305406
12816,IFX0105,iFixit piece rear camera iPhone 5,Piece rear camera for iPhone 5,20.95,1.8991,0,21485407
12817,LAC0154-A,Open - 10TB LaCie 5big Thunderbolt 2,Reconditioned 10TB external hard drive and Thunderbolt 2 Connection for Mac and PC.,1399.0,1215.2571,0,11935397
12818,IFX0146,iFixit gTool Kit Opening Tools Professional iPhone 5 / 5S 6/6 Plus,Tool set opening and screwdrivers for iPhone 5 / 5S 6/6 Plus,89.95,85.4901,1,12645406
12819,IFX0147,iFixit Pack Plastic cards for opening battery,Two plastic cards to remove battery iPhone,4.99,4.9888,0,12645406
12820,IFX0148,iFixit Mac mini Tool 2010,Tool to remove the motherboard Mac mini 2010,4.99,5.9895000000000005,1,14305406
12821,IFX0150,iFixit CuI ± a foam iMac,Molded foam to hold the screen iMac,12.95,12.2549,1,14305406
12822,SAN0095-A,(Open) SanDisk Ultra SDHC 32GB SD 80MB / s Class 10 UHS-I,SDHC Memory Card 32GB 80MB / s,10.99,8.4936,0,1298
12823,LAC0086-A,(Open) LaCie d2 Quadra 3TB External Hard Drive Mac and PC,3TB external hard drive (but open new product) for Mac and PC,219.0,186.80450000000002,0,1298
12824,JAB0050,Jabra Sport Pace In-ear Headphones Red Bluetooth,Jabra wireless sports headphones red,99.95,89.9877,0,5384
12825,JAB0051,Pace Jabra Sport Bluetooth Headphones In-ear Yellow,Jabra wireless sports headphones in yellow,99.95,89.9877,0,5384
12826,BEL0108,Belkin Screen iPhone 3 Cases antihuellas SE / 5s / 5c / 5,Set of 3 Screen Protectors for iPhone SE / 5s / 5,12.99,9.9946,0,13555403
12827,ELG0045,Elgato Avea Bluetooth Sphere Lamp,Bluetooth lamp multimode controlled lighting App for iPhone iPad and iPod Touch,99.95,92.9897,1,5404
12828,IFX0036,Full iFixit Battery Kit Battery change iPhone 6,Battery replacement kit with tools for iPhone 6,39.95,29.9899,1,12645406
12829,IFX0052,"iFixit Cable Bracket hard drive without MacBook Pro 13 ""(Model A1278 Mid 2012)",SATA hard drive cable without bracket for MacBook Pro 13 Mid 2012,39.95,39.990500000000004,1,54085407
12830,KEN0228,Kensington Docking Station USB 3.0 to VGA / HDMI / DVI,Dock with 6 USB ports and dual video connector for Mac and PC,164.99,139.9897,0,12995397
12831,MAC0126,U3HUBA Macally Hub USB 3.0 4 port,Hub 4 ports USB 3.0 High Speed ​​for Mac and PC,34.95,26.989099999999997,1,12995397
12832,TUC0268,Case Filo Tucano iPhone 5 / 5s / SE Rosa,Case with Magnetic Closure for iPhone 5 5s and SE,19.9,16.9896,0,11865403
12833,LAC0186,1TB LaCie Rugged USB 3.0 Thunderbolt,Portable Hard Disk Thunderbolt and USB 3.0 Mac and PC.,159.99,129.9044,1,11935397
12834,QNA0170,QNAP NAS server TVS-682T i3 8GB RAM Thunderbolt Mac and PC 2,NAS 6 bays 2 2 3 HDMI ports Thunderbolt DDR4 8GB RAM for Mac and PC,2297.79,2296.9901999999997,0,12175397
12835,DLL0031-A,"(Open) Dell U2417H Monitor 238 ""FHD HDMI MHL miniDP DP",Monitor 238 inch FHD sRGB 99% pivotable and rotational movement for Mac and PC.,298.87,249.9896,0,1298
12836,OWC0155-A,(Open) Mac OWC Memory 16GB DDR3 1867MHz SO-DIMM,RAM 16GB memory for iMac 27 inch 5K late 2015.,234.99,195.4857,0,1298
12837,TWS0101,Twelve South BookBook Brown Book Cover iPad Air 1/2 type,Book-style case for iPad Air 1 and Air 2 iPad,79.99,74.9898,0,12635403
